E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_13_192.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_13_192.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_13_192.jpg, -1, 1, 0, 11.15771
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_13_294.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_13_294.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_13_294.jpg, -0.7938669, 1, 0, 12.31749
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_13_395.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_13_395.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_13_395.jpg, -0.4919039, 1, 0, 13.2165
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_13_497.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_13_497.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_13_497.jpg, -0.1940489, 1, 0, 14.58085
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_13_598.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_13_598.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_13_598.jpg, -0.4749396, 1, 0, 15.47541
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_13_697.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_13_697.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_13_697.jpg, -0.7736762, 1, 0, 16.58426
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_13_798.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_13_798.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_13_798.jpg, -1, 1, 0, 17.24415
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_13_899.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_13_899.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_13_899.jpg, -0.7147703, 1, 0, 18.41792
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_14_000.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_14_000.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_14_000.jpg, -0.4207522, 1, 0, 19.40491
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_14_100.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_14_100.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_14_100.jpg, -0.1189453, 1, 0, 20.58698
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_14_201.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_14_201.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_14_201.jpg, -0.0293895, 1, 0, 21.52359
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_14_302.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_14_302.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_14_302.jpg, -0.3304455, 1, 0, 22.59594
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_14_401.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_14_401.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_14_401.jpg, -0.6179612, 1, 0, 23.43444
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_14_504.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_14_504.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_14_504.jpg, -0.3208484, 1, 0, 24.43618
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_14_604.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_14_604.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_14_604.jpg, -0.02141093, 1, 0, 25.45906
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_14_705.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_14_705.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_14_705.jpg, 0, 1, 0, 26.4671
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_14_806.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_14_806.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_14_806.jpg, -0.2475786, 1, 0, 27.43398
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_14_906.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_14_906.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_14_906.jpg, -0.547705, 1, 0, 28.27356
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_15_008.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_15_008.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_15_008.jpg, -0.6367592, 1, 0, 29.1132
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_15_110.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_15_110.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_15_110.jpg, -0.3382382, 1, 0, 30.0896
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_15_211.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_15_211.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_15_211.jpg, -0.03668236, 1, 0, 30.20694
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_15_311.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_15_311.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_15_311.jpg, -0.029661, 1, 0, 30.20488
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_15_414.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_15_414.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_15_414.jpg, -0.240282, 1, 0, 30.1897
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_15_516.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_15_516.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_15_516.jpg, 0, 1, 0, 30.20309
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_15_615.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_15_615.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_15_615.jpg, 0, 1, 0, 30.2113
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_15_717.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_15_717.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_15_717.jpg, 0, 1, 0, 30.20208
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_15_816.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_15_816.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_15_816.jpg, 0, 1, 0, 30.21511
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_15_918.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_15_918.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_15_918.jpg, 0, 1, 0, 30.20049
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_16_019.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_16_019.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_16_019.jpg, 0, 1, 0, 30.19508
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_16_120.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_16_120.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_16_120.jpg, 0, 1, 0, 30.19652
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_16_222.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_16_222.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_16_222.jpg, 0, 1, 0, 30.19902
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_16_323.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_16_323.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_16_323.jpg, 0, 1, 0, 30.19086
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_16_423.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_16_423.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_16_423.jpg, 0, 1, 0, 30.19726
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_16_524.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_16_524.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_16_524.jpg, 0, 1, 0, 30.1881
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_16_627.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_16_627.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_16_627.jpg, 0, 1, 0, 30.19414
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_16_727.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_16_727.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_16_727.jpg, 0, 1, 0, 30.1914
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_16_829.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_16_829.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_16_829.jpg, 0, 1, 0, 30.19137
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_16_929.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_16_929.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_16_929.jpg, 0, 1, 0, 30.18593
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_17_029.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_17_029.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_17_029.jpg, 0, 1, 0, 30.19771
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_17_130.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_17_130.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_17_130.jpg, 0, 1, 0, 30.17891
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_17_230.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_17_230.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_17_230.jpg, 0.0299256, 1, 0, 30.19902
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_17_330.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_17_330.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_17_330.jpg, 0.3323403, 1, 0, 30.17114
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_17_432.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_17_432.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_17_432.jpg, 0.2350923, 1, 0, 30.21828
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_17_531.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_17_531.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_17_531.jpg, 0, 1, 0, 30.20162
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_17_634.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_17_634.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_17_634.jpg, 0, 1, 0, 30.22746
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_17_734.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_17_734.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_17_734.jpg, 0.136167, 1, 0, 30.20078
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_17_834.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_17_834.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_17_834.jpg, 0.4374876, 1, 0, 30.16833
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_17_935.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_17_935.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_17_935.jpg, 0.7378845, 1, 0, 30.15866
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_18_036.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_18_036.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_18_036.jpg, 0.4782447, 1, 0, 30.14757
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_18_137.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_18_137.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_18_137.jpg, 0.1782495, 1, 0, 30.23388
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_18_239.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_18_239.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_18_239.jpg, 0, 1, 0, 30.13404
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_18_339.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_18_339.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_18_339.jpg, 0, 1, 0, 30.26975
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_18_441.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_18_441.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_18_441.jpg, 0, 1, 0, 30.05336
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_18_542.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_18_542.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_18_542.jpg, 0, 1, 0, 30.28076
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_18_642.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_18_642.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_18_642.jpg, 0, 1, 0, 30.26194
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_18_744.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_18_744.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_18_744.jpg, 0, 1, 0, 30.1415
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_18_844.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_18_844.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_18_844.jpg, 0.029367, 1, 0, 30.20856
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_18_944.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_18_944.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_18_944.jpg, 0.3307602, 1, 0, 30.1796
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_19_046.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_19_046.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_19_046.jpg, 0.1285023, 1, 0, 30.21717
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_19_147.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_19_147.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_19_147.jpg, 0, 1, 0, 30.20683
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_19_248.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_19_248.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_19_248.jpg, 0, 1, 0, 30.22116
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_19_349.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_19_349.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_19_349.jpg, 0, 1, 0, 30.19704
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_19_449.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_19_449.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_19_449.jpg, 0, 1, 0, 30.19913
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_19_862.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_19_862.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_19_862.jpg, 1, 1, 0, 30.11107
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_19_961.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_19_961.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_19_961.jpg, 0.7395818, 1, 0, 30.1938
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_20_061.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_20_061.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_20_061.jpg, 0.4409656, 1, 0, 30.22266
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_20_162.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_20_162.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_20_162.jpg, 0.143111, 1, 0, 30.20936
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_20_263.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_20_263.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_20_263.jpg, 0, 1, 0, 30.20199
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_20_363.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_20_363.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_20_363.jpg, -0.1174746, 1, 0, 10.43002
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_20_464.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_20_464.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_20_464.jpg, -0.420712, 1, 0, 9.194966
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_20_564.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_20_564.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_20_564.jpg, -0.7156351, 1, 0, 8.564111
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_20_666.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_20_666.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_20_666.jpg, -1, 1, 0, 7.819636
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_20_767.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_20_767.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_20_767.jpg, -1, 0.7010095, 0, 7.061994
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_20_868.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_20_868.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_20_868.jpg, -0.705744, 0, 0.0779589, 5.85943
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_20_969.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_20_969.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_20_969.jpg, 0.1480908, 0, 0.3794052, 2.217152
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_21_069.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_21_069.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_21_069.jpg, 0.4497766, 0, 0.6810911, 1.727997
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_21_170.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_21_170.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_21_170.jpg, 0.7472731, 0, 0.9785876, 1.860043
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_21_270.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_21_270.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_21_270.jpg, 1, 0, 1, 2.181429
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_21_371.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_21_371.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_21_371.jpg, 1, 0, 1, 2.511443
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_21_473.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_21_473.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_21_473.jpg, 1, 0, 1, 2.860423
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_21_572.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_21_572.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_21_572.jpg, 1, 0, 1, 3.184248
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_21_673.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_21_673.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_21_673.jpg, 1, 0, 1, 3.510493
E:\SELF DRIVING\Udacity\IMG\center_2020_09_10_05_14_21_775.jpg, E:\SELF DRIVING\Udacity\IMG\left_2020_09_10_05_14_21_775.jpg, E:\SELF DRIVING\Udacity\IMG\right_2020_09_10_05_14_21_775.jpg, 1, 0, 1, 3.812761
